Käyttöönottovuosi,Merkki,Malli,"Katsastusten
lukumäärä",Hylkäys-%,"Ajettujen
kilometrien
keskiarvo","Ajettujen
kilometrien
mediaani",Yleisin hylkäyssyy,"Toiseksi yleisin
hylkäyssyy","Kolmanneksi yleisin
hylkäyssyy"
2008,Volvo,V70,4146,15.73,266000,258000,"Ohjausnivelet ja
-tangot",Taka-akselisto,Käyttöjarru
2008,Volvo,XC60,263,10.27,225000,220000,Käyttöjarru,Taka-akselisto,"Jousitus ja
iskunvaimennus"
2008,Volvo,XC70,786,12.72,252000,248000,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus",Taka-akselisto
2008,Volvo,XC90,276,23.19,231000,225000,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus",Käyttöjarru
2009,Merkit yhteensä,Mallit yhteensä,98859,16.23,174000,164000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2009,Alfa Romeo,Mallit yhteensä,114,30.7,150000,143000,"Jousitus ja
iskunvaimennus",,
2009,Audi,Mallit yhteensä,5950,9.97,190000,183000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)"
2009,Audi,A3,1072,11.19,155000,149000,"Jousitus ja
iskunvaimennus","Bensiinimoottorin
pakokaasumittaus",Käyttöjarru
2009,Audi,A4,2470,9.43,196000,190000,Etuakselisto,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)"
2009,Audi,A5,390,6.67,165000,163000,,,
2009,Audi,A6,1198,10.93,219000,212000,"Sisäinen
valvontajärjestelmä
(OBD)",Etuakselisto,"Jousitus ja
iskunvaimennus"
2009,Audi,Q5,536,10.26,194000,186000,Käyttöjarru,,
2009,Audi,Q7,106,7.55,201000,198000,,,
2009,BMW,Mallit yhteensä,4988,18.7,191000,188000,Taka-akselisto,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot"
2009,BMW,1,660,16.52,151000,143000,Taka-akselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2009,BMW,3,1957,20.24,186000,182000,Taka-akselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2009,BMW,5,1518,20.03,222000,216000,"Ohjausnivelet ja
-tangot",Käyttöjarru,"Jousitus ja
iskunvaimennus"
2009,BMW,7,123,13.01,175000,172000,Etuakselisto,,
2009,BMW,X1,102,28.43,173000,171000,Etuakselisto,,
2009,BMW,X3,107,9.35,195000,192000,,,
2009,BMW,X5,277,16.97,200000,198000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2009,BMW,X6,135,11.85,194000,187000,,,
2009,Chevrolet,Mallit yhteensä,689,33.24,138000,125000,Etuakselisto,"Käyttöjarrun
dynamometritesti",Käyttöjarru
2009,Chevrolet,AVEO,395,31.65,104000,99000,Etuakselisto,"Käyttöjarrun
dynamometritesti",Käyttöjarru
2009,Chevrolet,NUBIRA,140,33.57,174000,167000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2009,Chrysler,Mallit yhteensä,285,35.09,183000,167000,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot",Taka-akselisto
2009,Chrysler,300C,121,39.67,191000,176000,"Seisontajarrun
dynamometritesti",Taka-akselisto,
2009,Citroen,Mallit yhteensä,2206,25.16,165000,151000,Etuakselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
2009,Citroen,BERLINGO,158,22.78,178000,173000,"Ohjausnivelet ja
-tangot",Etuakselisto,Käyttöjarru
2009,Citroen,C2,111,18.02,95000,93000,,,
2009,Citroen,C3,200,18,95000,88000,Etuakselisto,,
2009,Citroen,C3 PICASSO,269,35.69,147000,126000,Etuakselisto,"Ohjausnivelet ja
-tangot","Dieselmoottorin
pakokaasumittaus"
2009,Citroen,C4,365,32.88,142000,133000,"Ohjausnivelet ja
-tangot",Etuakselisto,Käyttöjarru
2009,Citroen,C4 PICASSO,228,32.02,189000,177000,Etuakselisto,"Jousitus ja
iskunvaimennus",
2009,Citroen,C5,684,21.05,207000,193000,Etuakselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
2009,Dodge,Mallit yhteensä,843,41.28,173000,167000,Etuakselisto,Taka-akselisto,"Ohjausnivelet ja
-tangot"
2009,Dodge,AVENGER,218,19.27,151000,143000,"Sisäinen
valvontajärjestelmä
(OBD)","Ohjausnivelet ja
-tangot",
2009,Dodge,CALIBER,233,56.22,167000,157000,Etuakselisto,Taka-akselisto,Käyttöjarru
2009,Dodge,JOURNEY,315,47.94,196000,195000,Etuakselisto,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
2009,Fiat,Mallit yhteensä,1226,21.13,116000,109000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
2009,Fiat,500,137,28.47,95000,90000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti","Käyttöjarrun
dynamometritesti"
2009,Fiat,BRAVO,167,25.15,142000,130000,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot","Käyttöjarrun
dynamometritesti"
2009,Fiat,LINEA,286,18.53,126000,119000,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)",Käyttöjarru
2009,Fiat,PUNTO,530,19.25,101000,94000,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)","Seisontajarrun
dynamometritesti"
2009,Ford,Mallit yhteensä,8043,20.79,167000,153000,Etuakselisto,"Jousitus ja
iskunvaimennus",Taka-akselisto
2009,Ford,FIESTA,1659,20.55,115000,108000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
2009,Ford,FOCUS,2683,21.43,158000,149000,Etuakselisto,"Jousitus ja
iskunvaimennus","Dieselmoottorin
pakokaasumittaus"
2009,Ford,FOCUS C-MAX,181,18.23,163000,159000,Etuakselisto,,
2009,Ford,FUSION,262,8.4,106000,104000,,,
2009,Ford,GALAXY,130,23.85,272000,227000,"Jousitus ja
iskunvaimennus",,
2009,Ford,KA,429,23.08,96000,91000,Etuakselisto,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
2009,Ford,KUGA,205,17.56,208000,206000,"Jousitus ja
iskunvaimennus",,
2009,Ford,MONDEO,1992,19.93,219000,214000,Taka-akselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2009,Ford,S-MAX,328,30.79,229000,219000,"Jousitus ja
iskunvaimennus",Taka-akselisto,Etuakselisto
2009,Honda,Mallit yhteensä,4157,10.34,163000,153000,Käyttöjarru,"Jousitus ja
iskunvaimennus",Etuakselisto
2009,Honda,ACCORD,863,14.14,194000,189000,Etuakselisto,Käyttöjarru,Renkaat ja vanteet
2009,Honda,CIVIC,878,11.85,126000,122000,"Jousitus ja
iskunvaimennus",Käyttöjarru,Renkaat ja vanteet
2009,Honda,CR-V,1543,9.27,191000,188000,"Jousitus ja
iskunvaimennus",Käyttöjarru,
2009,Honda,INSIGHT,199,6.53,129000,127000,,,
2009,Honda,JAZZ,612,6.86,111000,107000,Käyttöjarru,,
2009,Hyundai,Mallit yhteensä,1952,19.98,148000,132000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2009,Hyundai,GETZ,142,13.38,134000,121000,,,
2009,Hyundai,I20,556,12.77,104000,101000,"Käyttöjarrun
dynamometritesti",Käyttöjarru,"Seisontajarrun
dynamometritesti"
2009,Hyundai,I30,800,24.5,152000,142000,Taka-akselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2009,Hyundai,SONATA,219,22.37,227000,224000,"Seisontajarrun
dynamometritesti",Etuakselisto,Käyttöjarru
2009,Jaguar,Mallit yhteensä,193,18.13,165000,168000,Taka-akselisto,,
2009,Jaguar,XF,131,15.27,165000,166000,Taka-akselisto,,
2009,Jeep,Mallit yhteensä,189,43.39,163000,156000,Taka-akselisto,Etuakselisto,"Ohjausnivelet ja
-tangot"
2009,Kia,Mallit yhteensä,2513,22.24,153000,145000,Taka-akselisto,Käyttöjarru,Etuakselisto
2009,Kia,CEED,2017,22.21,152000,142000,Taka-akselisto,Käyttöjarru,"Seisontajarrun
dynamometritesti"
2009,Kia,SPORTAGE,168,20.24,148000,147000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2009,Land Rover,Mallit yhteensä,136,18.38,197000,196000,Taka-akselisto,,
2009,Lexus,Mallit yhteensä,279,5.02,157000,157000,,,
2009,Lexus,RX450H,149,4.7,156000,157000,,,
2009,Mazda,Mallit yhteensä,2684,18.33,152000,145000,Etuakselisto,Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2009,Mazda,2,297,24.24,109000,106000,Etuakselisto,"Ohjausnivelet ja
-tangot",
2009,Mazda,3,706,17,129000,124000,Etuakselisto,"Jousitus ja
iskunvaimennus",
2009,Mazda,5,169,42.01,170000,168000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2009,Mazda,6,1477,14.9,171000,165000,Käyttöjarru,"Käyttöjarrun
dynamometritesti",Etuakselisto
2009,Mercedes-Benz,Mallit yhteensä,6651,18.73,212000,193000,Etuakselisto,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
2009,Mercedes-Benz,A,439,12.76,110000,106000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2009,Mercedes-Benz,B,347,18.73,149000,141000,"Jousitus ja
iskunvaimennus",Etuakselisto,Käyttöjarru
2009,Mercedes-Benz,C,2209,18.83,203000,199000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2009,Mercedes-Benz,E,2463,18.96,239000,213000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti",Etuakselisto
2009,Mercedes-Benz,GLK,421,17.34,190000,186000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Seisontajarrun
dynamometritesti"
2009,Mercedes-Benz,M,138,13.77,222000,200000,Käyttöjarru,,
2009,Mercedes-Benz,S,117,24.79,182000,177000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2009,Mercedes-Benz,SPRINTER,149,28.86,432000,463000,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot",
2009,Mini,Mallit yhteensä,323,8.98,117000,110000,,,
2009,Mini,COOPER,271,8.86,118000,111000,,,
2009,Mitsubishi,Mallit yhteensä,844,16.59,167000,158000,"Ohjausnivelet ja
-tangot",Käyttöjarru,Etuakselisto
2009,Mitsubishi,COLT,168,13.1,109000,100000,,,
2009,Mitsubishi,LANCER,331,13.29,142000,136000,"Ohjausnivelet ja
-tangot",Etuakselisto,Käyttöjarru
2009,Mitsubishi,OUTLANDER,227,19.38,212000,201000,"Ohjausnivelet ja
-tangot",Etuakselisto,Käyttöjarru
2009,Nissan,Mallit yhteensä,3829,26.33,150000,145000,Etuakselisto,Käyttöjarru,"Seisontajarrun
dynamometritesti"
2009,Nissan,MICRA,256,13.67,99000,90000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2009,Nissan,NOTE,324,18.21,123000,118000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2009,Nissan,QASHQAI,1681,25.16,157000,149000,Etuakselisto,Käyttöjarru,"Ohjausnivelet ja
-tangot"
2009,Nissan,QASHQAI+2,694,39.63,190000,180000,Etuakselisto,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot"
2009,Nissan,TIIDA,646,24.61,114000,109000,Etuakselisto,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2009,Nissan,X-TRAIL,161,25.47,194000,187000,Etuakselisto,"Ohjausnivelet ja
-tangot",
2009,Opel,Mallit yhteensä,2930,20.72,166000,159000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2009,Opel,ASTRA,1131,21.66,148000,145000,"Jousitus ja
iskunvaimennus",Käyttöjarru,Taka-akselisto
2009,Opel,CORSA,224,16.52,119000,111000,"Jousitus ja
iskunvaimennus",,
2009,Opel,INSIGNIA,1184,16.89,184000,180000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2009,Opel,VECTRA,123,30.89,222000,205000,"Jousitus ja
iskunvaimennus",,
2009,Opel,ZAFIRA,139,35.97,200000,193000,"Jousitus ja
iskunvaimennus",Käyttöjarru,
2009,Peugeot,Mallit yhteensä,3307,24.71,153000,145000,Etuakselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
2009,Peugeot,107,136,13.24,96000,89000,,,
2009,Peugeot,206,286,22.73,99000,94000,"Ohjausnivelet ja
-tangot",Etuakselisto,Taka-akselisto
2009,Peugeot,207,691,26.48,123000,115000,"Käyttöjarrun
dynamometritesti","Seisontajarrun
dynamometritesti",Etuakselisto
2009,Peugeot,3008,465,31.83,173000,170000,"Ohjausnivelet ja
-tangot",Etuakselisto,"Jousitus ja
iskunvaimennus"
2009,Peugeot,308,1067,24.27,162000,158000,Käyttöjarru,Etuakselisto,"Jousitus ja
iskunvaimennus"
2009,Peugeot,407,378,16.4,183000,177000,Etuakselisto,Käyttöjarru,"Seisontajarrun
dynamometritesti"
2009,Porsche,Mallit yhteensä,119,10.08,128000,117000,,,
2009,Renault,Mallit yhteensä,1337,26.48,140000,133000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
2009,Renault,CLIO,328,32.93,104000,102000,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus",Etuakselisto
2009,Renault,LAGUNA,144,19.44,180000,178000,"Jousitus ja
iskunvaimennus",,
2009,Renault,MEGANE,583,21.96,140000,135000,Käyttöjarru,Etuakselisto,"Seisontajarrun
dynamometritesti"
2009,Renault,"MEGANE
SCENIC",134,41.04,180000,167000,Etuakselisto,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot"
2009,Saab,Mallit yhteensä,447,18.34,192000,186000,"Jousitus ja
iskunvaimennus",Taka-akselisto,Käyttöjarru
2009,Saab,9-3,336,19.35,187000,183000,"Jousitus ja
iskunvaimennus",Taka-akselisto,Etuakselisto
2009,Saab,9-5,111,15.32,209000,194000,,,
2009,Seat,Mallit yhteensä,930,13.66,171000,166000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
2009,Seat,ALTEA XL,192,13.54,196000,191000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Seisontajarrun
dynamometritesti"
2009,Seat,EXEO,122,16.39,192000,181000,,,
2009,Seat,IBIZA,283,10.6,133000,127000,Käyttöjarru,,
2009,Seat,LEON,222,12.16,172000,168000,,,
2009,Skoda,Mallit yhteensä,6174,10.82,189000,181000,"Jousitus ja
iskunvaimennus",Käyttöjarru,Etuakselisto
2009,Skoda,FABIA,549,15.12,138000,128000,Käyttöjarru,"Käyttöjarrun
dynamometritesti","Ohjausnivelet ja
-tangot"
2009,Skoda,OCTAVIA,4392,9.9,188000,180000,Käyttöjarru,Etuakselisto,Renkaat ja vanteet
2009,Skoda,ROOMSTER,116,10.34,146000,146000,,,
2009,Skoda,SUPERB,984,12.8,225000,217000,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet,Etuakselisto
2009,Skoda,YETI,133,9.02,197000,194000,,,
2009,Subaru,Mallit yhteensä,862,18.91,193000,193000,Taka-akselisto,Etuakselisto,Käyttöjarru
2009,Subaru,FORESTER,489,23.31,195000,194000,Taka-akselisto,Etuakselisto,Käyttöjarru
2009,Subaru,LEGACY,275,12.36,195000,193000,Etuakselisto,,
2009,Suzuki,Mallit yhteensä,646,11.3,119000,113000,"Jousitus ja
iskunvaimennus",Etuakselisto,
2009,Suzuki,ALTO,161,4.97,95000,93000,,,
2009,Suzuki,GRAND VITARA,118,11.86,154000,145000,,,
2009,Suzuki,SX4,208,14.9,125000,119000,"Jousitus ja
iskunvaimennus",,
2009,Toyota,Mallit yhteensä,14580,8.35,158000,148000,Käyttöjarru,"Seisontajarrun
dynamometritesti","Käyttöjarrun
dynamometritesti"
2009,Toyota,AURIS,1656,9.48,145000,137000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2009,Toyota,AVENSIS,4975,7.42,172000,163000,Taka-akselisto,Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2009,Toyota,AYGO,284,9.51,101000,96000,"Käyttöjarrun
dynamometritesti",,
2009,Toyota,COROLLA,2055,5.26,143000,135000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2009,Toyota,"COROLLA
VERSO",1241,12.09,195000,190000,Käyttöjarru,"Dieselmoottorin
pakokaasumittaus",Renkaat ja vanteet
2009,Toyota,IQ,134,5.97,91000,87000,,,
2009,Toyota,LAND CRUISER,113,7.08,240000,228000,,,
2009,Toyota,PRIUS,660,8.03,163000,153000,Käyttöjarru,Etuakselisto,
2009,Toyota,RAV4,500,10.6,175000,169000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Seisontajarrun
dynamometritesti"
2009,Toyota,URBAN CRUISER,565,7.43,138000,128000,Käyttöjarru,"Käyttöjarrun
dynamometritesti",
2009,Toyota,VERSO,429,7.46,180000,171000,"Seisontajarrun
dynamometritesti",,
2009,Toyota,YARIS,1865,10.4,116000,106000,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti",Käyttöjarru
2009,Volkswagen,Mallit yhteensä,12217,13.72,180000,167000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti",Käyttöjarru
2009,Volkswagen,CADDY,370,18.65,227000,209000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Seisontajarrun
dynamometritesti"
2009,Volkswagen,CC,632,14.24,170000,166000,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)",Taka-akselisto
2009,Volkswagen,GOLF,5472,11.57,157000,148000,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti","Seisontajarrun
dynamometritesti"
2009,Volkswagen,JETTA,501,12.77,159000,150000,"Jousitus ja
iskunvaimennus","Bensiinimoottorin
pakokaasumittaus","Käyttöjarrun
dynamometritesti"
2009,Volkswagen,PASSAT,2582,15.3,228000,221000,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet,"Sisäinen
valvontajärjestelmä
(OBD)"
2009,Volkswagen,POLO,1119,12.69,120000,111000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2009,Volkswagen,TIGUAN,528,13.64,196000,191000,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)",Renkaat ja vanteet
2009,Volkswagen,TOURAN,541,19.22,218000,209000,"Jousitus ja
iskunvaimennus",Etuakselisto,Renkaat ja vanteet
2009,Volkswagen,TRANSPORTER,227,31.72,366000,375000,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2009,Volvo,Mallit yhteensä,6949,14.52,220000,209000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2009,Volvo,C30,167,13.17,145000,140000,Etuakselisto,,
2009,Volvo,S40,485,13.81,163000,156000,Etuakselisto,Renkaat ja vanteet,"Jousitus ja
iskunvaimennus"
2009,Volvo,S60,273,20.88,200000,194000,"Seisontajarrun
dynamometritesti",Etuakselisto,"Jousitus ja
iskunvaimennus"
2009,Volvo,S80,357,10.64,244000,227000,,,
2009,Volvo,V50,1880,18.46,203000,199000,Etuakselisto,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet
2009,Volvo,V70,2222,13.95,256000,239000,Taka-akselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
2009,Volvo,XC60,1285,9.81,211000,207000,"Jousitus ja
iskunvaimennus",Taka-akselisto,Käyttöjarru
2009,Volvo,XC70,185,8.65,219000,217000,,,
2010,Merkit yhteensä,Mallit yhteensä,119649,13.92,154000,142000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2010,Alfa Romeo,Mallit yhteensä,294,26.87,127000,117000,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)","Ohjausnivelet ja
-tangot"
2010,Alfa Romeo,159,116,25.86,152000,148000,"Jousitus ja
iskunvaimennus",,
2010,Alfa Romeo,MITO,148,27.7,105000,99000,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)","Ohjausnivelet ja
-tangot"
2010,Audi,Mallit yhteensä,6378,8.86,168000,162000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Sisäinen
valvontajärjestelmä
(OBD)"
2010,Audi,A1,149,11.41,107000,99000,,,
2010,Audi,A3,1137,12.31,142000,135000,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti",
2010,Audi,A4,2456,6.76,175000,166000,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)",Renkaat ja vanteet
2010,Audi,A5,755,9.67,162000,158000,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet,
2010,Audi,A6,950,11.05,199000,193000,Käyttöjarru,Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)"
2010,Audi,Q5,457,6.35,177000,176000,Käyttöjarru,,
2010,Audi,Q7,200,9.5,188000,179000,Etuakselisto,,
2010,BMW,Mallit yhteensä,5288,17.93,175000,169000,Etuakselisto,Taka-akselisto,"Jousitus ja
iskunvaimennus"
2010,BMW,1,585,16.75,132000,127000,Taka-akselisto,Käyttöjarru,"Jousitus ja
iskunvaimennus"
2010,BMW,3,1454,20.08,171000,165000,Taka-akselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2010,BMW,5,2068,19.54,198000,191000,Etuakselisto,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot"
2010,BMW,X1,485,15.67,161000,153000,Etuakselisto,Taka-akselisto,"Seisontajarrun
dynamometritesti"
2010,BMW,X5,337,10.98,175000,174000,Etuakselisto,,
2010,BMW,X6,123,13.82,164000,159000,Etuakselisto,,
2010,Chevrolet,Mallit yhteensä,1158,23.58,127000,113000,Etuakselisto,"Jousitus ja
iskunvaimennus",
2010,Chevrolet,AVEO,196,18.88,84000,80000,Etuakselisto,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
2010,Chevrolet,CRUZE,630,24.6,130000,125000,"Jousitus ja
iskunvaimennus",Käyttöjarru,Etuakselisto
2010,Chevrolet,SPARK,129,23.26,96000,88000,Asiapaperit,,
2010,Chrysler,Mallit yhteensä,221,28.51,168000,161000,"Seisontajarrun
dynamometritesti",Etuakselisto,"Ohjausnivelet ja
-tangot"
2010,Citroen,Mallit yhteensä,3403,22.42,133000,122000,Etuakselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
2010,Citroen,BERLINGO,211,24.17,162000,154000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
2010,Citroen,C1,330,9.39,82000,78000,Käyttöjarru,,
2010,Citroen,C3,706,19.97,96000,90000,Etuakselisto,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)"
2010,Citroen,C3 PICASSO,404,34.9,140000,134000,Etuakselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
2010,Citroen,C4,427,27.63,122000,114000,"Ohjausnivelet ja
-tangot",Etuakselisto,Käyttöjarru
2010,Citroen,C4 PICASSO,345,20.58,151000,146000,Etuakselisto,"Ohjausnivelet ja
-tangot","Sisäinen
valvontajärjestelmä
(OBD)"
2010,Citroen,C5,731,20.38,184000,172000,Etuakselisto,"Ohjausnivelet ja
-tangot","Sisäinen
valvontajärjestelmä
(OBD)"
2010,Citroen,DS3,191,21.47,105000,102000,Etuakselisto,,
2010,Dacia,Mallit yhteensä,403,26.55,122000,118000,Etuakselisto,"Ohjausnivelet ja
-tangot","Käyttöjarrun
dynamometritesti"
2010,Dacia,DUSTER,117,24.79,129000,128000,Etuakselisto,"Ohjausnivelet ja
-tangot","Käyttöjarrun
dynamometritesti"
2010,Dacia,LOGAN,171,29.24,134000,133000,"Ohjausnivelet ja
-tangot",Etuakselisto,"Käyttöjarrun
dynamometritesti"
2010,Dacia,SANDERO,115,24.35,95000,87000,"Ohjausnivelet ja
-tangot",Etuakselisto,"Seisontajarrun
dynamometritesti"
2010,Dodge,Mallit yhteensä,396,37.63,157000,153000,Etuakselisto,"Ohjausnivelet ja
-tangot",Taka-akselisto
2010,Dodge,JOURNEY,221,38.91,174000,172000,Etuakselisto,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot"
2010,Fiat,Mallit yhteensä,1683,24.12,99000,94000,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot",Etuakselisto
2010,Fiat,500,217,32.72,83000,78000,Etuakselisto,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2010,Fiat,BRAVO,224,29.02,115000,110000,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus",Käyttöjarru
2010,Fiat,LINEA,198,19.19,108000,103000,"Jousitus ja
iskunvaimennus",,
2010,Fiat,PANDA,125,19.2,88000,87000,Etuakselisto,,
2010,Fiat,PUNTO,861,22.76,95000,91000,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)"
2010,Ford,Mallit yhteensä,9362,15.04,149000,137000,Etuakselisto,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot"
2010,Ford,FIESTA,2039,18.15,101000,94000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
2010,Ford,FOCUS,2996,13.42,139000,131000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2010,Ford,FOCUS C-MAX,279,13.26,140000,133000,Etuakselisto,Käyttöjarru,Renkaat ja vanteet
2010,Ford,FUSION,310,5.81,99000,95000,,,
2010,Ford,GALAXY,164,20.12,244000,225000,,,
2010,Ford,KA,212,24.53,84000,75000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2010,Ford,KUGA,246,20.73,185000,180000,"Jousitus ja
iskunvaimennus",,
2010,Ford,MONDEO,2396,13.23,188000,180000,"Jousitus ja
iskunvaimennus",Taka-akselisto,Renkaat ja vanteet
2010,Ford,S-MAX,502,14.74,211000,202000,"Jousitus ja
iskunvaimennus",Taka-akselisto,Renkaat ja vanteet
2010,Ford,TRANSIT,110,31.82,288000,261000,Etuakselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
2010,Honda,Mallit yhteensä,3310,7.46,141000,133000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
2010,Honda,ACCORD,600,7.5,172000,170000,,,
2010,Honda,CIVIC,790,10.51,108000,107000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2010,Honda,CR-V,1297,5.01,165000,158000,Käyttöjarru,"Jousitus ja
iskunvaimennus",
2010,Honda,INSIGHT,231,8.23,122000,123000,Käyttöjarru,,
2010,Honda,JAZZ,323,7.12,95000,93000,Käyttöjarru,,
2010,Hyundai,Mallit yhteensä,2849,16.53,126000,116000,Käyttöjarru,"Seisontajarrun
dynamometritesti","Käyttöjarrun
dynamometritesti"
2010,Hyundai,I20,963,11.11,93000,90000,"Käyttöjarrun
dynamometritesti",Käyttöjarru,"Seisontajarrun
dynamometritesti"
2010,Hyundai,I30,1388,20.61,137000,130000,Käyttöjarru,"Seisontajarrun
dynamometritesti",Taka-akselisto
