Käyttöönottovuosi,Merkki,Malli,Katsastusten lukumäärä,Hylkäys-%,Ajettujen kilometrien keskiarvo,Ajettujen kilometrien mediaani,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy,Kolmanneksi yleisin hylkäyssyy
2016,Renault,KADJAR,872,2.29,57000,53000,,,
2016,Renault,MEGANE,386,3.89,48000,44000,,,
2016,Renault,TALISMAN,188,4.79,66000,63000,,,
2016,Seat,Mallit yhteensä,2103,1.85,58000,53000,,,
2016,Seat,ATECA,127,0.79,58000,57000,,,
2016,Seat,IBIZA,181,4.42,44000,43000,,,
2016,Seat,IBIZA ST,114,2.63,49000,48000,,,
2016,Seat,LEON,432,2.08,58000,52000,,,
2016,Seat,LEON ST,748,1.74,64000,59000,,,
2016,Seat,TOLEDO,376,0.8,50000,47000,,,
2016,Skoda,Mallit yhteensä,9595,1.98,70000,63000,,,
2016,Skoda,CITIGO,244,4.51,44000,36000,,,
2016,Skoda,FABIA,1330,2.03,48000,43000,,,
2016,Skoda,OCTAVIA,4959,1.67,75000,67000,,,
2016,Skoda,RAPID,682,1.03,50000,46000,,,
2016,Skoda,SUPERB,1831,2.79,90000,80000,,,
2016,Skoda,YETI,548,2.01,59000,52000,,,
2016,Ssangyong,Mallit yhteensä,105,13.33,55000,47000,,,
2016,Subaru,Mallit yhteensä,967,1.76,61000,55000,Etuakselisto,,
2016,Subaru,FORESTER,462,1.73,61000,54000,,,
2016,Subaru,LEGACY,283,2.12,70000,64000,,,
2016,Subaru,XV,124,1.61,46000,43000,,,
2016,Suzuki,Mallit yhteensä,974,1.23,48000,44000,,,
2016,Suzuki,SX4,132,0.76,47000,41000,,,
2016,Suzuki,VITARA,816,1.23,49000,45000,,,
2016,Tesla Motors,Mallit yhteensä,120,10.83,61000,58000,,,
2016,Toyota,Mallit yhteensä,11678,1.39,50000,45000,,,
2016,Toyota,AURIS,3389,1.06,50000,45000,,,
2016,Toyota,AVENSIS,2792,1.22,58000,52000,,,
2016,Toyota,AYGO,199,2.01,41000,32000,,,
2016,Toyota,COROLLA,603,0.33,39000,36000,,,
2016,Toyota,PRIUS,270,1.48,50000,45000,,,
2016,Toyota,RAV4,1013,1.38,62000,56000,,,
2016,Toyota,VERSO,278,0.72,61000,52000,,,
2016,Toyota,YARIS,2936,1.98,40000,35000,Käyttöjarru,,
2016,Volkswagen,Mallit yhteensä,12007,2.11,66000,55000,,,
2016,Volkswagen,BEETLE,104,1.92,38000,36000,,,
2016,Volkswagen,CADDY,476,6.09,108000,75000,Renkaat ja vanteet,,
2016,Volkswagen,GOLF,3827,1.18,57000,53000,,,
2016,Volkswagen,"GOLF
SPORTSVAN",752,0.93,44000,40000,,,
2016,Volkswagen,JETTA,320,2.5,51000,47000,,,
2016,Volkswagen,PASSAT,2689,2.38,82000,73000,,,
2016,Volkswagen,POLO,1744,1.66,41000,37000,,,
2016,Volkswagen,TIGUAN,777,1.67,67000,62000,,,
2016,Volkswagen,TOURAN,677,2.66,80000,66000,,,
2016,Volkswagen,TRANSPORTER,332,8.13,129000,94000,,,
2016,Volkswagen,UP!,150,2,39000,41000,,,
2016,Volvo,Mallit yhteensä,6656,2.64,75000,66000,,,
2016,Volvo,S60,438,2.05,64000,53000,,,
2016,Volvo,S90,297,3.03,78000,65000,,,
2016,Volvo,V40,1660,3.49,58000,55000,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet,
2016,Volvo,V60,1460,2.67,74000,68000,Renkaat ja vanteet,,
2016,Volvo,V70,390,6.92,122000,90000,,,
2016,Volvo,V90,433,2.54,94000,79000,,,
2016,Volvo,XC60,1172,0.94,77000,71000,,,
2016,Volvo,XC70,313,1.28,97000,81000,,,
2016,Volvo,XC90,454,1.54,72000,69000,,,
Vuodet yhteensä,Merkit yhteensä,Mallit yhteensä,1269933,20.58,180000,169000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
Vuodet yhteensä,Alfa Romeo,Mallit yhteensä,2605,34.32,166000,162000,Etuakselisto,"Seisontajarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Alfa Romeo,147,414,45.41,160000,156000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
Vuodet yhteensä,Alfa Romeo,156,375,42.4,196000,193000,Etuakselisto,"Seisontajarrun
dynamometritesti","Bensiinimoottorin
pakokaasumittaus"
Vuodet yhteensä,Alfa Romeo,159,919,40.04,202000,195000,Etuakselisto,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Alfa Romeo,GIULIETTA,408,12.25,105000,96000,"Sisäinen
valvontajärjestelmä
(OBD)",Käyttöjarru,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Alfa Romeo,GT,145,37.93,161000,162000,Etuakselisto,"Alustan kotelot ja
pohjalevy","Bensiinimoottorin
pakokaasumittaus"
Vuodet yhteensä,Alfa Romeo,MITO,171,28.07,112000,108000,Käyttöjarru,"Käyttöjarrun
dynamometritesti","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Audi,Mallit yhteensä,65952,14.06,196000,189000,Käyttöjarru,Etuakselisto,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Audi,A1,583,7.03,75000,70000,Käyttöjarru,,
Vuodet yhteensä,Audi,A2,101,40.59,185000,176000,"Jousitus ja
iskunvaimennus",,
Vuodet yhteensä,Audi,A3,12751,14.99,154000,145000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Audi,A4,26050,15.66,210000,205000,Käyttöjarru,Etuakselisto,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Audi,A5,2744,8.45,163000,157000,Etuakselisto,"Jousitus ja
iskunvaimennus",
Vuodet yhteensä,Audi,A6,15274,14.74,239000,234000,Etuakselisto,Käyttöjarru,"Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Audi,A7,430,4.42,142000,142000,,,
Vuodet yhteensä,Audi,A8,558,9.5,220000,217000,Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)",Käyttöjarru
Vuodet yhteensä,Audi,Q3,1231,2.76,93000,86000,,,
Vuodet yhteensä,Audi,Q5,2602,4.84,151000,146000,Etuakselisto,,
Vuodet yhteensä,Audi,Q7,1907,15.63,219000,223000,Käyttöjarru,Etuakselisto,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Audi,S3,282,9.93,126000,121000,,,
Vuodet yhteensä,Audi,S4,181,10.5,163000,165000,,,
Vuodet yhteensä,Audi,S5,146,4.11,145000,130000,,,
Vuodet yhteensä,Audi,TT,855,13.68,145000,145000,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,BMW,Mallit yhteensä,59075,22.66,202000,194000,Käyttöjarru,Taka-akselisto,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,BMW,1,5873,20.81,152000,143000,Käyttöjarru,Taka-akselisto,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,BMW,2,606,3.8,65000,60000,,,
Vuodet yhteensä,BMW,3,21826,26.71,204000,197000,Taka-akselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
Vuodet yhteensä,BMW,4,641,3.9,84000,75000,Renkaat ja vanteet,,
Vuodet yhteensä,BMW,5,18871,23.96,233000,229000,"Ohjausnivelet ja
-tangot",Käyttöjarru,Etuakselisto
Vuodet yhteensä,BMW,6,412,18.69,156000,147000,"Sisäinen
valvontajärjestelmä
(OBD)","Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,BMW,7,706,18.84,198000,196000,Etuakselisto,Käyttöjarru,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,BMW,M3,174,7.47,119000,118000,,,
Vuodet yhteensä,BMW,M5,171,8.77,137000,137000,,,
Vuodet yhteensä,BMW,X1,1567,11.74,116000,105000,Etuakselisto,Taka-akselisto,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,BMW,X3,3096,14.21,200000,189000,"Jousitus ja
iskunvaimennus",Etuakselisto,Käyttöjarru
Vuodet yhteensä,BMW,X4,288,4.17,88000,81000,,,
Vuodet yhteensä,BMW,X5,3541,21.35,232000,229000,Etuakselisto,Käyttöjarru,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,BMW,X6,595,12.44,191000,186000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
Vuodet yhteensä,BMW,Z4,482,10.37,114000,108000,"Jousitus ja
iskunvaimennus",,
Vuodet yhteensä,Cadillac,Mallit yhteensä,388,30.15,166000,167000,"Sisäinen
valvontajärjestelmä
(OBD)","Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Cadillac,SRX,134,38.81,184000,187000,"Sisäinen
valvontajärjestelmä
(OBD)","Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Chevrolet,Mallit yhteensä,8594,32.72,148000,136000,Etuakselisto,"Käyttöjarrun
dynamometritesti",Käyttöjarru
Vuodet yhteensä,Chevrolet,AVEO,1552,33.18,119000,113000,Etuakselisto,"Käyttöjarrun
dynamometritesti","Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Chevrolet,CAPTIVA,691,32.85,222000,225000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
Vuodet yhteensä,Chevrolet,CORVETTE,156,8.33,87000,79000,,,
Vuodet yhteensä,Chevrolet,CRUZE,1118,19.32,117000,111000,Käyttöjarru,"Jousitus ja
iskunvaimennus",Etuakselisto
Vuodet yhteensä,Chevrolet,EPICA,559,41.5,213000,203000,Käyttöjarru,"Ohjausnivelet ja
-tangot",Taka-akselisto
Vuodet yhteensä,Chevrolet,EVANDA,396,35.86,170000,164000,"Ohjausnivelet ja
-tangot","Käyttöjarrun
dynamometritesti",Käyttöjarru
Vuodet yhteensä,Chevrolet,KALOS,1463,38.82,127000,124000,Etuakselisto,"Käyttöjarrun
dynamometritesti","Alustan kotelot ja
pohjalevy"
Vuodet yhteensä,Chevrolet,LACETTI,289,39.45,150000,148000,Käyttöjarru,Etuakselisto,"Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Chevrolet,MALIBU,114,4.39,114000,86000,,,
Vuodet yhteensä,Chevrolet,MATIZ,267,33.33,108000,104000,"Sisäinen
valvontajärjestelmä
(OBD)","Käyttöjarrun
dynamometritesti",Etuakselisto
Vuodet yhteensä,Chevrolet,NUBIRA,1196,43.81,184000,180000,Käyttöjarru,"Käyttöjarrun
dynamometritesti","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Chevrolet,ORLANDO,170,21.18,195000,168000,"Jousitus ja
iskunvaimennus",,
Vuodet yhteensä,Chevrolet,SPARK,186,15.59,90000,87000,"Jousitus ja
iskunvaimennus",,
Vuodet yhteensä,Chevrolet,TRAX,115,7.83,92000,80000,,,
Vuodet yhteensä,Chrysler,Mallit yhteensä,7948,41.83,214000,207000,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot",Etuakselisto
Vuodet yhteensä,Chrysler,300C,1458,46.71,234000,225000,"Seisontajarrun
dynamometritesti",Etuakselisto,Taka-akselisto
Vuodet yhteensä,Chrysler,NEON,455,43.08,157000,153000,"Alustan kotelot ja
pohjalevy",Etuakselisto,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Chrysler,PT CRUISER,553,37.61,175000,167000,Etuakselisto,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Chrysler,SEBRING,2032,38.34,182000,176000,"Ohjausnivelet ja
-tangot",Etuakselisto,
Vuodet yhteensä,Chrysler,VOYAGER,3228,43.28,244000,239000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Citroen,Mallit yhteensä,37474,27.84,170000,162000,Etuakselisto,"Ohjausnivelet ja
-tangot",
Vuodet yhteensä,Citroen,BERLINGO,1862,23.42,165000,155000,Etuakselisto,"Ohjausnivelet ja
-tangot","Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Citroen,C-CROSSER,173,31.21,247000,251000,"Ohjausnivelet ja
-tangot",Etuakselisto,Käyttöjarru
Vuodet yhteensä,Citroen,C1,830,13.25,94000,87000,Käyttöjarru,"Käyttöjarrun
dynamometritesti",Etuakselisto
Vuodet yhteensä,Citroen,C2,2093,29.05,138000,135000,Etuakselisto,"Käyttöjarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Citroen,C3,6536,22.98,118000,115000,Etuakselisto,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Citroen,C3 PICASSO,863,23.75,118000,109000,Etuakselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
Vuodet yhteensä,Citroen,C4,8434,28.93,164000,160000,"Ohjausnivelet ja
-tangot",Etuakselisto,Käyttöjarru
Vuodet yhteensä,Citroen,C4 CACTUS,302,11.59,67000,61000,Etuakselisto,,
Vuodet yhteensä,Citroen,C4 PICASSO,2458,26.28,188000,186000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
Vuodet yhteensä,Citroen,C5,8610,32.66,221000,215000,Etuakselisto,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Citroen,C6,142,19.72,196000,189000,,,
Vuodet yhteensä,Citroen,C8,137,43.07,246000,246000,"Seisontajarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)",Etuakselisto
Vuodet yhteensä,Citroen,DS3,284,17.96,91000,86000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
Vuodet yhteensä,Citroen,DS4,100,23,103000,98000,Etuakselisto,,
Vuodet yhteensä,Citroen,DS5,270,18.52,122000,111000,"Ohjausnivelet ja
-tangot",Etuakselisto,
Vuodet yhteensä,Citroen,XSARA,1563,31.8,203000,201000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Citroen,XSARA PICASSO,2614,31.37,195000,192000,Etuakselisto,"Ohjausnivelet ja
-tangot","Alustan kotelot ja
pohjalevy"
Vuodet yhteensä,Dacia,Mallit yhteensä,3568,22.34,91000,81000,Etuakselisto,"Ohjausnivelet ja
-tangot","Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Dacia,DUSTER,2031,20.33,94000,84000,"Ohjausnivelet ja
-tangot",Etuakselisto,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Dacia,LODGY,182,25.82,99000,91000,Etuakselisto,,
Vuodet yhteensä,Dacia,LOGAN,660,23.79,97000,82000,Etuakselisto,"Ohjausnivelet ja
-tangot","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Dacia,SANDERO,695,25.9,74000,64000,Etuakselisto,"Ohjausnivelet ja
-tangot","Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Daewoo,Mallit yhteensä,1615,45.7,161000,157000,Etuakselisto,"Käyttöjarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Daewoo,EVANDA,229,47.6,187000,190000,Etuakselisto,Taka-akselisto,
Vuodet yhteensä,Daewoo,KALOS,631,40.73,139000,140000,Etuakselisto,"Käyttöjarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Daewoo,LACETTI,151,43.05,187000,164000,"Käyttöjarrun
dynamometritesti","Alustan kotelot ja
pohjalevy","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Daewoo,MATIZ,151,52.98,112000,107000,"Sisäinen
valvontajärjestelmä
(OBD)",Etuakselisto,"Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Daewoo,NUBIRA,328,53.66,193000,185000,"Alustan kotelot ja
pohjalevy","Sisäinen
valvontajärjestelmä
(OBD)",Käyttöjarru
Vuodet yhteensä,Daewoo,TACUMA,121,41.32,169000,170000,"Käyttöjarrun
dynamometritesti",Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Dodge,Mallit yhteensä,3687,48.17,188000,183000,Etuakselisto,Taka-akselisto,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Dodge,AVENGER,713,28.89,172000,168000,Etuakselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
Vuodet yhteensä,Dodge,CALIBER,1840,58.97,183000,179000,Taka-akselisto,Etuakselisto,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Dodge,JOURNEY,622,50.96,213000,204000,Etuakselisto,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Dodge,NITRO,320,36.25,235000,222000,"Seisontajarrun
dynamometritesti",Etuakselisto,"Alustan kotelot ja
pohjalevy"
Vuodet yhteensä,Fiat,Mallit yhteensä,21226,32.52,144000,138000,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Fiat,500,1106,25.68,85000,78000,Etuakselisto,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Fiat,500L,118,16.1,82000,78000,"Jousitus ja
iskunvaimennus",,
Vuodet yhteensä,Fiat,ALBEA,537,28.68,120000,116000,"Ohjausnivelet ja
-tangot",Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Fiat,BRAVO,789,31.81,161000,158000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Fiat,CROMA,628,40.45,212000,202000,"Jousitus ja
iskunvaimennus",Taka-akselisto,"Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Fiat,LINEA,941,21.68,145000,137000,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)",Käyttöjarru
Vuodet yhteensä,Fiat,PANDA,807,33.71,125000,119000,Etuakselisto,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Fiat,PUNTO,12439,30.46,136000,131000,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Fiat,STILO,3382,45.24,184000,180000,Etuakselisto,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Ford,Mallit yhteensä,90008,21.45,173000,164000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Ford,B-MAX,463,10.8,64000,60000,"Ohjausnivelet ja
-tangot",,
Vuodet yhteensä,Ford,C-MAX,1754,11.12,132000,117000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
Vuodet yhteensä,Ford,ECOSPORT,107,1.87,42000,40000,,,
Vuodet yhteensä,Ford,FIESTA,13603,14.09,97000,85000,"Ohjausnivelet ja
-tangot",Etuakselisto,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Ford,FOCUS,37010,23.52,172000,167000,Etuakselisto,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Ford,FOCUS C-MAX,2406,33.42,223000,217000,Etuakselisto,"Jousitus ja
iskunvaimennus","Bensiinimoottorin
pakokaasumittaus"
Vuodet yhteensä,Ford,FUSION,1535,9.38,139000,132000,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Ford,GALAXY,1238,26.9,246000,245000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti",Käyttöjarru
Vuodet yhteensä,Ford,GRAND C-MAX,962,9.56,135000,132000,Käyttöjarru,Renkaat ja vanteet,Taka-akselisto
Vuodet yhteensä,Ford,KA,1450,28.69,104000,98000,Etuakselisto,"Alustan kotelot ja
pohjalevy","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Ford,KUGA,1842,8.2,141000,128000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Ford,MAVERICK,433,29.1,210000,207000,"Alustan kotelot ja
pohjalevy",Etuakselisto,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Ford,MONDEO,21138,23.76,219000,217000,"Jousitus ja
iskunvaimennus",Taka-akselisto,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Ford,MUSTANG,724,10.36,120000,108000,Etuakselisto,"Seisontajarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Ford,S-MAX,3031,23.03,225000,219000,"Jousitus ja
iskunvaimennus",Taka-akselisto,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Ford,"TOURNEO
CONNECT",1086,26.15,189000,178000,"Seisontajarrun
dynamometritesti","Alustan kotelot ja
pohjalevy",Etuakselisto
Vuodet yhteensä,Ford,TRANSIT,975,27.38,313000,299000,"Alustan kotelot ja
pohjalevy",Etuakselisto,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Honda,Mallit yhteensä,44717,15.59,179000,175000,Etuakselisto,Käyttöjarru,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Honda,ACCORD,8974,23.99,229000,224000,Etuakselisto,Käyttöjarru,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Honda,CIVIC,12697,14.39,142000,138000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Honda,CR-V,16075,12.65,199000,196000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Honda,FR-V,1020,22.35,224000,222000,"Käyttöjarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)",Käyttöjarru
Vuodet yhteensä,Honda,HR-V,1372,7,109000,67000,"Alustan kotelot ja
pohjalevy","Bensiinimoottorin
pakokaasumittaus","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Honda,INSIGHT,371,11.32,132000,128000,Käyttöjarru,Renkaat ja vanteet,"Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Honda,JAZZ,3886,13.36,118000,111000,Käyttöjarru,"Seisontajarrun
dynamometritesti","Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Honda,STREAM,145,35.17,274000,245000,"Sisäinen
valvontajärjestelmä
(OBD)",Etuakselisto,Käyttöjarru
Vuodet yhteensä,Hyundai,Mallit yhteensä,25661,19.86,140000,124000,"Seisontajarrun
dynamometritesti",Etuakselisto,Käyttöjarru
Vuodet yhteensä,Hyundai,ACCENT,469,30.28,149000,144000,"Käyttöjarrun
dynamometritesti","Seisontajarrun
dynamometritesti",Etuakselisto
Vuodet yhteensä,Hyundai,COUPE,281,23.13,155000,148000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Hyundai,ELANTRA,358,37.71,199000,188000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Hyundai,GETZ,5048,18.9,139000,130000,"Käyttöjarrun
dynamometritesti",Etuakselisto,"Akseliston
kiinnityspalkit"
Vuodet yhteensä,Hyundai,H-1,149,36.24,224000,219000,"Seisontajarrun
dynamometritesti","Käyttöjarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Hyundai,I10,106,6.6,54000,45000,,,
Vuodet yhteensä,Hyundai,I20,5117,8.36,74000,65000,Käyttöjarru,"Käyttöjarrun
dynamometritesti","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Hyundai,I30,5952,17.99,132000,118000,"Seisontajarrun
dynamometritesti",Taka-akselisto,Käyttöjarru
Vuodet yhteensä,Hyundai,I40,1102,22.87,133000,117000,"Ohjausnivelet ja
-tangot",Taka-akselisto,Etuakselisto
Vuodet yhteensä,Hyundai,IX20,377,11.14,83000,76000,Käyttöjarru,"Jousitus ja
iskunvaimennus",
Vuodet yhteensä,Hyundai,IX35,881,17.48,125000,120000,"Ohjausnivelet ja
-tangot",Etuakselisto,Käyttöjarru
Vuodet yhteensä,Hyundai,MATRIX,559,41.5,171000,163000,"Käyttöjarrun
dynamometritesti","Seisontajarrun
dynamometritesti","Akseliston
kiinnityspalkit"
Vuodet yhteensä,Hyundai,SANTA FE,1311,32.88,240000,237000,Etuakselisto,"Seisontajarrun
dynamometritesti",Taka-akselisto
Vuodet yhteensä,Hyundai,SONATA,1753,30.18,222000,207000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Hyundai,TRAJET,397,49.12,246000,245000,"Seisontajarrun
dynamometritesti","Alustan kotelot ja
pohjalevy",Etuakselisto
Vuodet yhteensä,Hyundai,TUCSON,1607,21.66,174000,180000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
Vuodet yhteensä,Jaguar,Mallit yhteensä,2408,23.92,181000,173000,Taka-akselisto,Käyttöjarru,"Alustan kotelot ja
pohjalevy"
Vuodet yhteensä,Jaguar,S-TYPE,537,29.24,201000,191000,Taka-akselisto,"Alustan kotelot ja
pohjalevy",Käyttöjarru
Vuodet yhteensä,Jaguar,X-TYPE,834,34.77,215000,209000,Taka-akselisto,"Alustan kotelot ja
pohjalevy",Käyttöjarru
Vuodet yhteensä,Jaguar,XF,680,13.68,159000,157000,Taka-akselisto,Käyttöjarru,Etuakselisto
Vuodet yhteensä,Jaguar,XJ,148,15.54,155000,152000,"Jousitus ja
iskunvaimennus",,
Vuodet yhteensä,"Jaguar Land
Rover Limited",Mallit yhteensä,497,8.65,98000,87000,"Jousitus ja
iskunvaimennus",,
Vuodet yhteensä,"Jaguar Land
Rover Limited",JAGUAR XE,141,14.18,65000,62000,,,
Vuodet yhteensä,"Jaguar Land
Rover Limited",RANGE ROVER,240,7.5,113000,101000,"Jousitus ja
iskunvaimennus",,
Vuodet yhteensä,Jeep,Mallit yhteensä,2793,35.77,204000,198000,Taka-akselisto,Etuakselisto,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Jeep,CHEROKEE,1385,29.1,230000,222000,"Seisontajarrun
dynamometritesti",Etuakselisto,Asiapaperit
Vuodet yhteensä,Jeep,COMMANDER,164,26.83,264000,253000,"Seisontajarrun
dynamometritesti",Etuakselisto,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Jeep,COMPASS,572,45.98,161000,157000,Taka-akselisto,Etuakselisto,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Jeep,PATRIOT,502,51.59,194000,188000,Taka-akselisto,Etuakselisto,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Kia,Mallit yhteensä,45436,20.61,138000,124000,"Seisontajarrun
dynamometritesti",Käyttöjarru,Etuakselisto
Vuodet yhteensä,Kia,CARENS,1014,28.01,147000,137000,"Seisontajarrun
dynamometritesti",Etuakselisto,Käyttöjarru
Vuodet yhteensä,Kia,CARNIVAL,486,46.71,238000,231000,Etuakselisto,Taka-akselisto,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Kia,CEED,17443,21.26,149000,138000,Taka-akselisto,"Seisontajarrun
dynamometritesti",Etuakselisto
Vuodet yhteensä,Kia,CERATO,5399,28.43,169000,163000,"Sisäinen
valvontajärjestelmä
(OBD)","Käyttöjarrun
dynamometritesti",Käyttöjarru
